Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
533,Anders Lee,31,NYI,LW,76,28,18,46,-11,34,5.1,19,9,0,3,14,4,0,159,17.6,1264,1638,30,94,65,69,48.5,leean01
534,Artturi Lehkonen,26,TOT,LW,74,19,19,38,1,22,3.7,15,2,2,2,18,1,0,155,12.3,1117,1506,39,82,8,21,27.6,lehkoar01
535,Josh Leivo,28,CAR,LW,7,1,2,3,1,2,0.3,1,0,0,0,2,0,0,10,10.0,65,914,1,4,0,0,,leivojo01
536,Brendan Lemieux,25,LAK,LW,50,8,5,13,1,97,1.3,8,0,0,2,5,0,0,65,12.3,537,1045,17,122,11,13,45.8,lemiebr01
537,John Leonard,23,SJS,LW,14,1,1,2,-5,0,-0.1,1,0,0,0,0,1,0,25,4.0,158,1117,8,13,1,1,50.0,leonajo01
538,Jake Leschyshyn,22,VEG,C,41,2,4,6,-2,8,-0.1,2,0,0,0,4,0,0,35,5.7,463,1118,23,45,122,143,46.0,leschja01
539,Kris Letang,34,PIT,D,78,10,58,68,20,49,10.6,8,2,0,3,38,20,0,214,4.7,2011,2547,122,171,0,0,,letankr01
540,Vinni Lettieri,26,ANA,C,31,5,5,10,-8,6,0.6,3,2,0,0,2,3,0,50,10.0,388,1231,17,40,12,11,52.2,lettivi01
541,Tyler Lewington,27,BOS,D,2,0,0,0,-1,7,0.0,0,0,0,0,0,0,0,2,0.0,25,1227,2,1,0,0,,lewinty01
542,Trevor Lewis,35,CGY,C,80,6,10,16,-1,12,0.3,5,0,1,1,9,1,0,108,5.6,1027,1250,40,176,77,105,42.3,lewistr01
543,Timothy Liljegren,22,TOR,D,61,5,18,23,15,14,4.2,4,1,0,0,17,1,0,79,6.3,1000,1624,60,87,0,0,,liljeti01
544,Kole Lind,23,SEA,RW,23,2,6,8,-1,12,0.5,2,0,0,0,6,0,0,31,6.5,272,1150,10,18,6,11,35.3,lindko01
545,Oskar Lindblom,25,PHI,LW,79,12,14,26,-11,22,1.7,12,0,0,1,13,1,0,127,9.4,1090,1348,48,83,8,14,36.4,lindbos01
546,Petteri Lindbohm,28,FLA,D,9,0,1,1,0,5,0.1,0,0,0,0,1,0,0,9,0.0,127,1403,8,25,0,0,,lindbpe02
547,Esa Lindell,27,DAL,D,76,4,21,25,4,12,5.5,3,0,1,0,16,3,2,136,2.9,1675,2203,148,111,0,1,0.0,lindees01
548,Ryan Lindgren,23,NYR,D,78,4,11,15,18,48,5.1,4,0,0,1,11,0,0,73,5.5,1568,2006,141,129,0,0,,lindgry01
549,Elias Lindholm,27,CGY,C,82,42,40,82,61,22,11.4,31,10,1,9,30,9,1,235,17.9,1635,1957,52,66,842,750,52.9,lindhel01
550,Hampus Lindholm,28,TOT,D,71,5,22,27,10,46,5.8,4,1,0,1,17,4,1,142,3.5,1598,2230,92,70,0,0,,lindhha01
551,Gustav Lindstrom,23,DET,D,63,1,12,13,-12,22,1.5,1,0,0,0,12,0,0,41,2.4,1015,1607,77,59,0,0,,lindsgu01
552,Blake Lizotte,24,LAK,C,70,10,14,24,15,28,2.6,9,0,1,2,12,0,2,91,11.0,851,1210,12,74,313,294,51.6,lizotbl01
553,Jon Lizotte,27,MIN,D,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,15,1443,4,3,0,0,,lizotjo01
554,William Lockwood,23,VAN,RW,13,0,0,0,-3,9,-0.3,0,0,0,0,0,0,0,13,0.0,147,1120,9,49,0,0,,lockwwi01
555,Viktor Lodin,22,OTT,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,10,1025,0,0,0,0,,lodinvi01
556,Ryan Lomberg,27,FLA,LW,55,9,9,18,4,92,1.4,9,0,0,1,8,0,1,91,9.9,627,1124,7,117,1,6,14.3,lombery01
557,Steven Lorentz,25,CAR,C,67,8,5,13,0,8,0.8,8,0,0,1,5,0,0,80,10.0,730,1053,13,67,51,61,45.5,lorenst01
558,Adam Lowry,28,WPG,LW,79,13,8,21,1,59,1.3,10,0,3,0,4,2,2,115,11.3,1223,1529,43,231,564,500,53.0,lowryad01
559,Milan Lucic,33,CGY,LW,82,10,11,21,-9,84,0.9,8,2,0,0,10,1,0,95,10.5,1005,1215,22,209,19,15,55.9,lucicmi01
560,Matt Luff,24,NSH,RW,23,3,3,6,3,4,0.6,3,0,0,1,3,0,0,26,11.5,216,924,4,29,2,0,100.0,luffma01
561,Anton Lundell,20,FLA,C,65,18,26,44,33,18,5.0,16,1,1,4,20,3,3,125,14.4,1023,1544,56,26,334,414,44.7,lundean01
562,Isac Lundestrom,22,ANA,C,80,16,13,29,-3,8,2.4,12,0,4,3,13,0,0,83,19.3,1239,1529,55,38,391,488,44.5,lundeis01
563,Nils Lundkvist,21,NYR,D,25,1,3,4,4,0,1.2,0,1,0,0,2,1,0,32,3.1,348,1356,15,15,0,0,,lundkni01
564,Eetu Luostarinen,23,FLA,C,78,9,17,26,1,12,1.2,7,0,2,4,15,1,1,84,10.7,1048,1326,46,103,321,481,40.0,luostee01
565,Ilya Lyubushkin,27,TOT,D,77,2,13,15,-2,51,2.6,2,0,0,0,12,0,1,54,3.7,1344,1727,92,187,0,0,,lyubuil01
566,Olli Maatta,27,LAK,D,66,1,7,8,17,10,3.4,1,0,0,0,7,0,0,61,1.6,1207,1817,94,67,0,0,,maattol01
567,Matias Maccelli,21,ARI,LW,23,1,5,6,-10,4,-0.2,1,0,0,0,4,1,0,21,4.8,327,1412,8,12,2,0,100.0,maccema01
568,Kurtis MacDermid,27,COL,D,58,2,3,5,1,89,0.9,2,0,0,0,3,0,0,46,4.3,429,724,22,105,0,0,,macdeku01
569,Jacob MacDonald,28,COL,D,8,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,17,0.0,81,1006,3,9,0,0,,macdoja02
570,Mackenzie MacEachern,27,STL,LW,14,0,2,2,-1,4,-0.1,0,0,0,0,2,0,0,14,0.0,112,758,1,19,0,0,,maceama01
571,Zack MacEwen,25,PHI,C,75,3,6,9,-15,110,-0.5,3,0,0,1,6,0,0,82,3.7,725,940,32,159,16,19,45.7,macewza01
572,Ryan MacInnis,25,BUF,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,10,1000,0,0,0,0,,macinry01
573,Connor Mackey,25,CGY,D,3,0,1,1,-1,2,0.0,0,0,0,0,1,0,0,4,0.0,41,1335,1,4,0,0,,mackeco01
574,Nathan MacKinnon,26,COL,C,65,32,56,88,22,42,9.7,25,7,0,5,36,20,0,299,10.7,1369,2104,39,68,383,461,45.4,mackina01
575,Josh Mahura,23,ANA,D,38,3,4,7,-14,12,0.6,3,0,0,0,4,0,0,36,8.3,534,1404,51,63,0,0,,mahurjo01
576,Cale Makar,23,COL,D,77,28,58,86,48,26,15.3,19,9,0,6,33,25,0,240,11.7,1976,2540,110,95,0,0,,makarca01
577,Beck Malenstyn,23,WSH,LW,12,1,0,1,2,9,0.1,1,0,0,0,0,0,0,10,10.0,109,903,7,34,1,6,14.3,malenbe01
578,Evgeni Malkin,35,PIT,C,41,20,22,42,-10,24,4.3,11,9,0,5,11,11,0,129,15.5,752,1820,18,21,164,212,43.6,malkiev01
579,Brad Malone,32,EDM,C,8,1,1,2,-2,2,0.1,1,0,0,0,1,0,0,7,14.3,66,817,1,22,13,14,48.1,malonbr01
580,Jeff Malott,25,WPG,F,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,4,406,0,3,0,0,,malotje01
581,Mikhail Maltsev,23,COL,LW,18,0,0,0,-5,2,-0.5,0,0,0,0,0,0,0,23,0.0,145,804,2,31,44,32,57.9,maltsmi01
582,Maxim Mamin,27,FLA,C,40,7,7,14,8,13,1.3,7,0,0,0,7,0,0,49,14.3,476,1154,17,59,0,2,0.0,maminma01
583,Andrew Mangiapane,25,CGY,LW,82,35,20,55,20,38,7.2,25,8,2,8,16,3,1,185,18.9,1290,1544,32,73,21,34,38.2,mangian01
584,Josh Manson,30,TOT,D,67,6,10,16,-11,65,2.6,6,0,0,0,10,0,0,92,6.5,1272,1859,70,179,0,0,,mansojo01
585,Anthony Mantha,27,WSH,RW,37,9,14,23,4,14,2.3,9,0,0,0,12,2,0,82,11.0,561,1510,18,46,3,1,75.0,manthan01
586,Brad Marchand,33,BOS,LW,70,32,48,80,16,97,9.3,23,7,2,6,28,20,0,242,13.2,1347,1915,20,78,14,27,34.1,marchbr03
587,Jonathan Marchessault,31,VEG,C,76,30,36,66,3,36,7.2,25,5,0,4,21,15,0,251,12.0,1335,1734,17,61,43,57,43.0,audymjo01
588,Mason Marchment,26,FLA,F,54,18,29,47,29,53,5.7,17,1,0,2,28,1,0,121,14.9,762,1407,9,114,11,29,27.5,marchma01
589,John Marino,24,PIT,D,81,1,24,25,1,23,4.0,1,0,0,0,20,2,2,90,1.1,1672,2038,88,73,0,0,,marinjo01
590,Mitch Marner,24,TOR,RW,72,35,62,97,23,16,10.7,26,6,3,5,42,19,1,224,15.6,1504,2053,31,75,10,8,55.6,marnemi01
591,Cooper Marody,25,EDM,C,1,0,1,1,0,0,0.1,0,0,0,0,1,0,0,1,0.0,6,604,0,0,0,0,,marodco01
592,Pat Maroon,33,TBL,LW,81,11,16,27,20,134,2.6,8,3,0,0,13,3,0,102,10.8,1004,1224,11,160,15,15,50.0,maroopa01
593,Matt Martin,32,NYI,LW,71,3,4,7,-2,70,-0.2,3,0,0,0,4,0,0,66,4.5,812,1126,26,235,8,11,42.1,martima02
594,Alec Martinez,34,VEG,D,26,3,5,8,6,4,1.9,3,0,0,0,5,0,0,32,9.4,508,1932,68,26,0,0,,martial01
595,Jordan Martinook,29,CAR,LW,59,6,9,15,1,22,1.0,6,0,0,2,9,0,0,77,7.8,661,1112,11,83,23,28,45.1,martijo01
596,Mike Matheson,27,PIT,D,74,11,20,31,12,33,6.1,11,0,0,5,18,2,0,140,7.9,1391,1848,81,97,0,0,,mathemi01
597,Stefan Matteau,27,COL,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,4,339,0,0,0,0,,mattest02
598,Auston Matthews,24,TOR,C,73,60,46,106,20,18,13.8,44,16,0,10,33,13,0,348,17.2,1504,2037,62,67,691,538,56.2,matthau01
599,Scott Mayfield,29,NYI,D,61,3,15,18,-5,55,3.3,3,0,0,2,14,0,1,80,3.8,1206,1946,109,77,0,0,,mayfisc01
600,Gerald Mayhew,29,TOT,F,40,11,1,12,-6,18,1.2,10,1,0,0,1,0,0,53,20.8,527,1311,26,58,3,7,30.0,mayhege01
601,Dysin Mayo,25,ARI,D,67,4,8,12,-22,27,1.5,4,0,0,0,8,0,0,76,5.3,1401,2055,133,129,0,0,,mayody01
602,Charlie McAvoy,24,BOS,D,78,10,46,56,31,66,10.8,5,4,1,5,29,17,0,166,6.0,1922,2438,130,155,0,0,,mcavoch01
603,Jack McBain,22,ARI,C,10,2,1,3,-6,6,0.0,2,0,0,0,1,0,0,13,15.4,142,1411,9,33,35,68,34.0,mcbaija03
604,Jake McCabe,28,CHI,D,75,4,18,22,-27,33,2.6,4,0,0,0,18,0,0,80,5.0,1523,2018,167,166,0,0,,mccabja01
605,Jared McCann,25,SEA,C,74,27,23,50,-26,33,4.8,18,8,1,1,14,9,0,199,13.6,1194,1608,29,65,224,268,45.5,mccanja01
606,Michael McCarron,26,NSH,RW,51,7,7,14,10,70,1.5,6,0,1,2,6,1,0,51,13.7,530,1023,31,116,192,161,54.4,mccarmi01
607,Ben McCartney,20,ARI,F,2,0,0,0,0,4,0.0,0,0,0,0,0,0,0,2,0.0,28,1403,0,7,0,1,0.0,mccarbe02
608,Max McCormick,29,SEA,LW,10,0,0,0,1,10,-0.1,0,0,0,0,0,0,0,8,0.0,81,806,3,11,2,2,50.0,mccorma01
609,Connor McDavid,25,EDM,C,80,44,79,123,28,45,14.0,34,10,0,9,44,34,1,314,14.0,1765,2204,26,75,562,484,53.7,mcdavco01
610,Ryan McDonagh,32,TBL,D,71,4,22,26,15,16,5.2,4,0,0,0,21,1,0,85,4.7,1594,2227,137,96,0,1,0.0,mcdonry01
611,Brock McGinn,27,PIT,LW,64,12,10,22,0,14,1.6,12,0,0,2,10,0,0,99,12.1,960,1500,50,94,16,28,36.4,mcginbr01
612,Greg McKegg,29,NYR,C,43,2,3,5,-11,6,-0.4,2,0,0,0,2,0,1,25,8.0,467,1052,22,50,72,88,45.0,mckeggr01
613,Marc McLaughlin,22,BOS,F,11,3,0,3,-1,8,0.4,3,0,0,0,0,0,0,12,25.0,115,1029,2,15,5,10,33.3,mclauma01
614,Michael McLeod,23,NJD,C,77,6,14,20,-13,52,0.4,6,0,0,0,13,0,1,78,7.7,1026,1320,34,145,604,451,57.3,mcleomi01
615,Ryan McLeod,22,EDM,C,71,9,12,21,-2,12,1.2,7,2,0,1,9,3,0,82,11.0,906,1246,25,28,248,277,47.2,mcleory01
616,Connor McMichael,21,WSH,C,68,9,9,18,-3,10,1.3,9,0,0,0,9,0,0,105,8.6,712,1028,22,46,148,197,42.9,mcmicco01
617,Brayden McNabb,31,VEG,D,69,3,15,18,10,42,3.8,3,0,0,0,14,0,1,85,3.5,1359,1942,179,154,0,0,,mcnabbr01
618,Mason Mctavish,19,ANA,C,9,2,1,3,3,2,0.4,2,0,0,1,0,1,0,12,16.7,118,1305,6,8,0,3,0.0,mctavma01
619,Jaycob Megna,29,SJS,D,44,2,6,8,-1,16,2.2,2,0,0,0,6,0,0,40,5.0,841,1907,92,71,0,0,,megnaja02
620,Jayson Megna,31,COL,C,20,0,3,3,-2,4,-0.2,0,0,0,0,3,0,0,19,0.0,206,1018,9,27,56,60,48.3,megnaja01
621,Timo Meier,25,SJS,RW,77,35,41,76,-3,54,8.7,23,12,0,8,35,6,0,326,10.7,1475,1909,61,162,18,19,48.6,meierti01
622,Nicolas Meloche,24,SJS,D,50,2,5,7,-17,39,1.0,2,0,0,1,4,0,1,36,5.6,844,1653,54,158,0,0,,melocni01
623,Dawson Mercer,20,NJD,C,82,17,25,42,-25,28,2.6,14,2,1,2,21,3,1,154,11.0,1356,1632,35,26,209,381,35.4,merceda01
624,Nicholas Merkley,24,SJS,RW,9,1,2,3,-2,0,0.2,1,0,0,0,1,1,0,7,14.3,112,1225,2,9,6,5,54.5,merklni01
625,Ryan Merkley,21,SJS,D,39,1,5,6,-10,8,0.9,1,0,0,0,3,2,0,36,2.8,600,1523,22,12,0,0,,merklry01
626,Dakota Mermis,28,MIN,D,2,0,0,0,2,0,0.1,0,0,0,0,0,0,0,1,0.0,28,1354,1,3,0,0,,mermida01
627,Jonathon Merrill,29,MIN,D,69,4,16,20,15,22,3.4,4,0,0,0,16,0,0,59,6.8,1181,1707,112,46,0,0,,merrijo01
628,Victor Mete,23,OTT,D,37,0,7,7,-19,4,0.0,0,0,0,0,6,1,0,27,0.0,541,1437,38,13,0,0,,metevi01
629,Carson Meyer,24,CBJ,RW,13,1,2,3,0,6,0.2,1,0,0,0,2,0,0,13,7.7,107,814,2,27,0,0,,meyerca01
630,Ben Meyers,23,COL,F,5,1,0,1,-2,0,0.0,1,0,0,0,0,0,0,8,12.5,50,957,1,1,11,13,45.8,meyerbe01
631,Jacob Middleton,26,TOT,D,66,4,10,14,10,82,3.8,4,0,0,0,8,1,1,73,5.5,1233,1841,124,118,0,0,,middlja01
632,Ilya Mikheyev,27,TOR,F,53,21,11,32,16,26,4.2,13,4,4,4,10,1,0,147,14.3,809,1516,18,52,0,2,0.0,mikheil01
633,Niko Mikkola,25,STL,D,54,3,10,13,-6,55,1.5,2,0,1,0,10,0,0,58,5.2,917,1659,81,109,0,0,,mikkoni01
634,Sonny Milano,25,ANA,LW,66,14,20,34,-9,10,2.9,9,5,0,3,15,5,0,94,14.9,1008,1517,15,27,0,2,0.0,milanso01
635,Colin Miller,29,BUF,D,38,2,12,14,-2,21,2.2,2,0,0,0,9,3,0,48,4.2,721,1859,42,50,0,0,,milleco02
636,J.T. Miller,28,VAN,C,80,32,67,99,15,47,10.6,24,8,0,6,35,30,2,206,15.5,1686,2105,56,172,667,566,54.1,millejt01
637,K'Andre Miller,22,NYR,D,82,7,13,20,23,24,6.4,6,1,0,2,13,0,0,102,6.9,1690,2036,95,151,0,0,,milleka01
638,Daniil Miromanov,24,VEG,D,11,0,1,1,0,2,0.2,0,0,0,0,1,0,0,15,0.0,108,947,6,5,0,0,,miromda01
639,Ian Mitchell,23,CHI,D,8,0,1,1,-3,0,0.0,0,0,0,0,0,1,0,2,0.0,95,1156,9,2,0,0,,mitchia01
640,Casey Mittelstadt,23,BUF,C,40,6,13,19,-14,4,1.0,5,1,0,1,7,6,0,79,7.6,645,1607,12,19,202,250,44.7,mitteca01
641,Sean Monahan,27,CGY,C,65,8,15,23,-15,24,0.8,3,5,0,2,7,8,0,111,7.2,914,1404,24,59,414,365,53.1,monahse01
642,Brandon Montour,27,FLA,D,81,11,26,37,15,48,5.5,10,1,0,1,19,7,0,153,7.2,1450,1754,65,64,0,0,,montobr01
643,John Moore,31,BOS,D,7,0,1,1,2,4,0.4,0,0,0,0,0,0,1,7,0.0,123,1734,11,9,0,0,,moorejo01
644,Trevor Moore,26,LAK,LW,81,17,31,48,20,20,5.2,11,1,5,1,29,1,1,202,8.4,1271,1541,32,69,28,39,41.8,mooretr01
645,Josh Morrissey,26,WPG,D,79,12,25,37,-3,66,5.9,6,6,0,3,16,9,0,173,6.9,1869,2340,104,150,0,0,,morrijo04
646,J.J. Moser,21,ARI,D,43,4,11,15,-10,16,2.0,3,1,0,1,10,1,0,40,10.0,804,1842,55,32,0,0,,moserja01
647,Tyler Motte,26,TOT,C,58,7,8,15,2,22,0.9,6,0,1,1,8,0,0,101,6.9,813,1401,58,117,11,8,57.9,mottety01
648,Jacob Moverare,23,LAK,D,19,0,2,2,3,2,0.7,0,0,0,0,2,0,0,15,0.0,310,1620,21,16,0,0,,moverja01
649,Connor Murphy,28,CHI,D,57,4,6,10,-14,47,2.0,4,0,0,1,6,0,0,71,5.6,1240,2146,150,130,0,0,,murphco02
650,Brett Murray,23,BUF,LW,19,2,4,6,-3,23,0.3,2,0,0,0,3,1,0,14,14.3,247,1259,2,17,0,0,,murrabr02
651,Ryan Murray,28,COL,D,37,0,4,4,-3,2,0.4,0,0,0,0,3,0,1,26,0.0,521,1405,41,32,0,0,,murrary01
652,Jake Muzzin,32,TOR,D,47,3,11,14,-6,16,1.6,3,0,0,0,10,0,1,75,4.0,974,2044,60,105,0,0,,muzzija01
653,Philippe Myers,25,NSH,D,27,1,3,4,5,12,1.2,1,0,0,0,3,0,0,28,3.6,402,1453,17,50,0,0,,myersph01
654,Tyler Myers,31,VAN,D,82,1,17,18,15,66,4.8,1,0,0,0,16,1,0,128,0.8,1802,2159,148,145,0,0,,myersty01
655,Vladislav Namestnikov,29,TOT,C,75,16,14,30,2,45,2.8,15,0,1,1,13,1,0,91,17.6,1099,1439,39,62,26,31,45.6,namesvl01
656,Riley Nash,32,TOT,C,49,0,4,4,-5,10,-0.7,0,0,0,0,4,0,0,36,0.0,560,1126,17,46,207,190,52.1,nashri02
657,James Neal,34,STL,LW,19,2,2,4,-1,0,0.1,1,1,0,1,1,1,0,31,6.5,227,1158,3,17,0,2,0.0,nealja01
658,Martin Necas,23,CAR,C,78,14,26,40,5,32,3.3,11,2,1,6,24,2,0,159,8.8,1263,1611,19,55,38,47,44.7,necasma01
659,Jake Neighbours,19,STL,LW,9,1,1,2,-2,2,0.1,1,0,0,1,1,0,0,8,12.5,84,919,1,10,1,2,33.3,neighja01
660,Brock Nelson,30,NYI,C,72,37,22,59,-5,33,7.5,26,11,0,5,19,3,0,171,21.6,1273,1741,43,31,476,488,49.4,nelsobr01
661,Patrik Nemeth,29,NYR,D,63,2,5,7,-9,28,1.5,2,0,0,1,5,0,0,52,3.8,1048,1638,102,115,0,0,,nemetpa01
662,Alex Newhook,21,COL,C,71,13,20,33,11,12,3.0,10,3,0,5,17,3,0,113,11.5,963,1334,36,40,136,256,34.7,newhoal01
663,Valeri Nichushkin,26,COL,RW,62,25,27,52,21,14,5.9,18,5,2,5,23,4,0,180,13.9,1180,1902,27,89,0,5,0.0,nichuva01
664,Nino Niederreiter,29,CAR,RW,75,24,20,44,29,34,5.7,20,4,0,5,19,1,0,144,16.7,1113,1450,17,119,19,20,48.7,niedeni01
665,Markus Niemeläinen,23,EDM,D,20,0,1,1,-5,4,-0.1,0,0,0,0,1,0,0,12,0.0,264,1312,19,82,0,0,,niemema01
666,Matthew Nieto,29,SJS,LW,70,6,11,17,-20,19,0.2,6,0,0,0,11,0,0,82,7.3,1008,1424,47,96,2,11,15.4,nietoma01
667,Sami Niku,25,MTL,D,13,0,6,6,3,2,1.0,0,0,0,0,5,1,0,14,0.0,199,1517,17,6,0,0,,nikusa01
668,Stefan Noesen,28,CAR,RW,2,0,0,0,1,0,0.0,0,0,0,0,0,0,0,4,0.0,29,1420,0,5,0,0,,noesest01
669,Mattias Norlinder,21,MTL,D,6,0,1,1,2,2,0.3,0,0,0,0,1,0,0,2,0.0,74,1218,3,4,0,0,,norlima01
670,Joshua Norris,22,OTT,C,66,35,20,55,-7,16,6.8,19,16,0,8,13,7,0,172,20.3,1226,1835,44,79,529,507,51.1,norrijo01
671,Tomas Nosek,29,BOS,C,75,3,14,17,-9,32,0.1,3,0,0,1,12,0,2,84,3.6,1001,1321,34,85,362,310,53.9,nosekto01
672,Thomas Novak,24,NSH,C,27,1,6,7,-4,2,0.1,0,1,0,0,3,3,0,25,4.0,318,1148,6,4,62,79,44.0,novakth01
673,Ryan Nugent-Hopkins,28,EDM,C,63,11,39,50,3,16,3.8,7,1,3,1,15,22,2,154,7.1,1217,1919,34,42,178,259,40.7,nugenry01
674,Darnell Nurse,26,EDM,D,71,9,26,35,18,54,6.6,7,0,2,0,19,6,1,203,4.4,1778,2503,132,196,0,0,,nurseda01
675,Markus Nutivaara,27,FLA,D,1,0,1,1,0,0,0.1,0,0,0,0,1,0,0,0,,7,701,0,1,0,0,,nutivma01
676,William Nylander,25,TOR,C,81,34,46,80,-9,16,7.8,21,13,0,7,28,18,0,256,13.3,1480,1816,30,19,34,31,52.3,nylanwi01
677,Gustav Nyquist,32,CBJ,RW,82,18,35,53,-12,26,3.8,10,4,4,0,29,6,0,122,14.8,1463,1750,51,41,14,16,46.7,nyquigu01
678,Liam O'Brien,27,ARI,C,39,2,1,3,1,106,-0.1,2,0,0,0,1,0,0,36,5.6,370,929,10,139,5,5,50.0,obrieli01
679,Drew O'Connor,23,PIT,F,22,3,2,5,-1,4,0.3,3,0,0,0,2,0,0,40,7.5,226,1017,7,12,18,34,34.6,oconndr01
680,Logan O'Connor,25,COL,RW,81,8,16,24,10,38,1.3,7,0,1,1,13,0,3,127,6.3,1124,1352,59,100,5,17,22.7,oconnlo01
681,Danny O'Regan,28,ANA,C,5,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,2,0.0,50,1003,4,3,11,17,39.3,oregada01
682,Ryan O'Reilly,30,STL,C,78,21,37,58,11,12,5.2,12,9,0,0,29,7,1,168,12.5,1488,1905,38,20,900,685,56.8,oreilry01
683,Jordan Oesterle,29,DET,D,45,2,6,8,-7,4,1.2,2,0,0,1,6,0,0,63,3.2,823,1817,44,27,0,0,,oestejo01
684,Nikita Okhotyuk,21,NJD,D,5,1,1,2,-2,2,0.2,1,0,0,0,1,0,0,5,20.0,75,1505,1,16,0,0,,okhotni01
685,Kyle Okposo,33,BUF,RW,74,21,24,45,-15,43,4.1,11,8,2,1,18,6,0,174,12.1,1241,1647,19,59,92,93,49.7,okposky01
686,Jamie Oleksiak,29,SEA,D,72,1,16,17,-1,54,3.2,1,0,0,0,15,0,1,95,1.1,1392,1920,86,182,0,0,,oleksja01
687,Mathieu Olivier,24,NSH,F,10,0,1,1,-3,14,-0.2,0,0,0,0,1,0,0,5,0.0,101,1006,4,23,0,1,0.0,olivima01
688,Victor Olofsson,26,BUF,RW,72,20,29,49,-16,6,4.5,13,7,0,6,23,5,1,164,12.2,1108,1523,15,10,0,1,0.0,olofsvi01
689,Dmitry Orlov,30,WSH,D,76,12,23,35,25,44,7.7,10,2,0,4,21,2,0,127,9.4,1593,2058,94,124,0,0,,orlovdm01
690,T.J. Oshie,35,WSH,C,44,11,14,25,-12,18,1.8,7,4,0,1,7,6,1,77,14.3,768,1727,30,86,72,97,42.6,oshietj01
691,Alex Ovechkin,36,WSH,LW,77,50,40,90,8,18,11.4,33,16,1,5,27,13,0,334,15.0,1584,2034,25,156,4,9,30.8,ovechal01
692,Brayden Pachal,22,VEG,D,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,20,946,1,2,0,0,,pachabr01
693,Max Pacioretty,33,VEG,LW,39,19,18,37,8,33,4.6,15,4,0,4,10,8,0,148,12.8,678,1723,21,30,2,7,22.2,pacioma01
694,Jean-Gabriel Pageau,29,NYI,C,77,18,21,39,0,30,3.7,13,4,1,0,15,3,3,126,14.3,1361,1740,53,171,748,604,55.3,pageaje01
695,Ondrej Palat,30,TBL,LW,77,18,31,49,15,20,4.8,17,1,0,5,25,5,1,143,12.6,1270,1630,42,124,2,16,11.1,palaton01
696,Kyle Palmieri,30,NYI,RW,69,15,18,33,0,57,3.2,13,2,0,6,14,4,0,156,9.6,1078,1537,18,77,15,36,29.4,palmiky01
697,Artemi Panarin,30,NYR,LW,75,22,74,96,21,18,9.9,17,5,0,5,42,32,0,177,12.4,1441,1913,14,22,1,1,50.0,panarar01
698,Richard Panik,30,NYI,RW,4,0,1,1,-2,0,-0.1,0,0,0,0,0,1,0,4,0.0,60,1455,2,9,1,1,50.0,panikri01
699,Cedric Paquette,28,MTL,C,24,0,2,2,-6,25,-0.4,0,0,0,0,2,0,0,16,0.0,213,852,14,58,31,73,29.8,paquece01
700,Colton Parayko,28,STL,D,80,6,29,35,16,18,5.9,6,0,0,2,28,1,0,135,4.4,1885,2334,169,72,0,0,,parayco01
701,Zach Parise,37,NYI,LW,82,15,20,35,-2,28,3.1,11,2,2,4,15,5,0,138,10.9,1253,1517,57,60,28,47,37.3,parisza01
702,David Pastrnak,25,BOS,RW,72,40,37,77,13,20,9.7,25,15,0,9,26,11,0,312,12.8,1340,1836,14,63,7,14,33.3,pastrda01
703,Greg Pateryn,31,ANA,D,10,1,1,2,0,10,0.5,1,0,0,0,1,0,0,16,6.3,141,1407,7,18,0,0,,patergr01
704,Nolan Patrick,23,VEG,C,25,2,5,7,1,6,0.4,2,0,0,0,4,1,0,34,5.9,288,1130,3,26,83,89,48.3,patrino01
705,Nick Paul,26,TOT,LW,80,16,16,32,-14,39,2.2,13,2,1,2,15,0,1,166,9.6,1321,1631,56,106,426,419,50.4,paulni01
706,Joe Pavelski,37,DAL,C,82,27,54,81,11,14,8.6,15,12,0,2,41,13,0,216,12.5,1515,1828,69,104,394,357,52.5,paveljo01
707,Chase Pearson,24,DET,C,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,20,645,0,4,2,2,50.0,pearsch01
708,Tanner Pearson,29,VAN,LW,68,14,20,34,9,30,3.3,13,1,0,2,18,2,0,159,8.8,1092,1603,41,84,20,37,35.1,pearsta01
709,Matthew Peca,28,STL,C,5,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,3,0.0,48,938,1,3,5,7,41.7,pecama01
710,Lane Pederson,24,SJS,F,29,0,2,2,-16,10,-0.8,0,0,0,0,2,0,0,24,0.0,305,1031,10,54,42,54,43.8,pederla01
711,Andrew Peeke,23,CBJ,D,82,2,13,15,-14,60,1.7,2,0,0,0,13,0,0,72,2.8,1761,2129,169,191,0,0,,peekean01
